source_id,operation_date,importer_name,importer_tax_id,supplier_name,supplier_country,product_name,product_category,hs_code,origin_country,destination_country,quantity,unit,fob_value_usd,freight_usd,insurance_usd,tariff_rate,additional_tax_rate,entry_port,transport_mode,description_raw
SEED-00204,2025-10-29,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,1189.75,u,1611.68,232.88,8.06,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 204
SEED-00205,2025-10-29,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,1162.72,m2,7419.25,901.4,37.1,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 205
SEED-00206,2025-10-29,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Tablero OSB 15mm,osb,441233,CN,UY,7227.92,m3,1951597.52,230019.93,9757.99,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 206
SEED-00207,2025-10-29,Distribuidora Casamax S.A.,211234560018,Zhejiang WPC New Materials Co.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,9039.56,m2,225816.16,26440.61,1129.08,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 207
SEED-00208,2025-10-29,Importadora Construya UY,219876540012,Jiangsu Door Systems Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,3203.19,m3,1096693.57,151978.31,5483.47,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 208
SEED-00209,2025-10-29,Materiales del Plata S.R.L.,30709876543,Guangdong PVC Ceiling Ltd.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,5862.88,u,1209639.19,146557.2,6048.2,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 209
SEED-00210,2025-11-02,Importadora Construya UY,219876540012,Chile MDF Industries,CL,Cielorraso PVC blanco,cielorraso_pvc,392590,CL,UY,10335.25,m2,55265.03,8561.26,276.33,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 210
SEED-00211,2025-11-02,Distribuidora Casamax S.A.,211234560018,Brazil Timber Export S.A.,BR,Piedra flexible mural,piedra_flexible,680300,BR,UY,9671.14,m2,107645.84,13410.68,538.23,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 211
SEED-00212,2025-11-02,Pisos y Revestimientos S.A.,21222333445,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,11809.73,m2,72841.72,11064.46,364.21,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 212
SEED-00213,2025-11-02,Maderas Uruguay Import,21888999001,Jiangsu Door Systems Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,6687.79,m3,2078284.07,306824.89,10391.42,0.08,0.22,Montevideo,sea,Tablero OSB 15mm - BL ref 213
SEED-00214,2025-11-02,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,5839.71,m2,167028.44,19060.62,835.14,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 214
SEED-00215,2025-11-02,Revestimientos Premium S.A.,21555666778,Zhejiang WPC New Materials Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,10111.58,u,1566726.51,174358.98,7833.63,0.12,0.22,Nueva Palmira,sea,Puerta semi blindada - BL ref 215
SEED-00216,2025-11-06,Revestimientos Premium S.A.,21555666778,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,10823.17,m2,214764.94,23096.33,1073.82,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 216
SEED-00217,2025-11-06,Importadora Construya UY,219876540012,Fujian OSB Manufacturing,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,1846.4,m2,9350.08,1228.85,46.75,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 217
SEED-00218,2025-11-06,Revestimientos Premium S.A.,21555666778,Vietnam Stone Flex Co.,VN,Placa simil mármol UV,placas_simil_marmol,681019,VN,UY,10236.34,m2,215146.25,31791.42,1075.73,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 218
SEED-00219,2025-11-06,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,Piedra flexible mural,piedra_flexible,680300,CL,UY,8092.66,m2,128694.59,15335.39,643.47,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 219
SEED-00220,2025-11-06,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,4044.32,u,13751.88,1702.57,68.76,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 220
SEED-00221,2025-11-06,Distribuidora Casamax S.A.,211234560018,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,8512.47,m2,54673.25,6511.23,273.37,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 221
SEED-00222,2025-11-06,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Tablero OSB 15mm,osb,441233,CN,UY,4300.92,m3,1299401.22,183727.51,6497.01,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 222
SEED-00223,2025-11-06,Importadora Construya UY,219876540012,Fujian OSB Manufacturing,CN,MDF melamina 18mm,mdf,441114,CN,UY,7090.49,m3,2012445.4,246832.63,10062.23,0.08,0.22,Zarate AR,sea,MDF melamina 18mm - BL ref 223
SEED-00224,2025-11-06,Materiales del Plata S.R.L.,30709876543,Guangdong PVC Ceiling Ltd.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,1366.78,u,290614.28,43734.97,1453.07,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 224
SEED-00225,2025-11-09,Materiales del Plata S.R.L.,30709876543,Jiangsu Door Systems Co.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,11954.86,u,27181.46,4118.95,135.91,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 225
SEED-00226,2025-11-09,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,6460.98,m2,88516.59,9299.56,442.58,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 226
SEED-00227,2025-11-09,Importadora Construya UY,219876540012,Jiangsu Door Systems Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,7492.21,m3,2422114.91,332014.89,12110.57,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 227
SEED-00228,2025-11-09,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,5626.39,m2,183696.65,25887.55,918.48,0.1,0.22,Santos BR,sea,Placa fenólica 18mm - BL ref 228
SEED-00229,2025-11-09,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,7187.15,m3,1860976.37,239555.31,9304.88,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 229
SEED-00230,2025-11-09,Grupo Andino Building,20111222334,Fujian OSB Manufacturing,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,3932.87,u,859439.24,118282.82,4297.2,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 230
SEED-00231,2025-11-12,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,11852.02,m2,187376.24,21659.28,936.88,0.14,0.22,Nueva Palmira,sea,Deck WPC exterior - BL ref 231
SEED-00232,2025-11-12,Revestimientos Premium S.A.,21555666778,Turkey Marble Panel Inc.,TR,Cielorraso PVC blanco,cielorraso_pvc,392590,TR,UY,6400.87,m2,17162.1,1709.22,85.81,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 232
SEED-00233,2025-11-12,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,2365.55,m2,41118.74,4617.52,205.59,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 233
SEED-00234,2025-11-12,Importadora Construya UY,219876540012,Fujian OSB Manufacturing,CN,Tablero OSB 15mm,osb,441233,CN,UY,10076.84,m3,2725762.76,380548.61,13628.81,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 234
SEED-00235,2025-11-12,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,Placa fenólica 18mm,fenolicos,441233,VN,UY,4509.88,m2,77534.27,9238.81,387.67,0.1,0.22,Zarate AR,sea,Placa fenólica 18mm - BL ref 235
SEED-00236,2025-11-14,Maderas Uruguay Import,21888999001,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,9568.52,m2,180522.27,23546.32,902.61,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 236
SEED-00237,2025-11-14,Maderas Uruguay Import,21888999001,Turkey Marble Panel Inc.,TR,Placa simil mármol UV,placas_simil_marmol,681019,TR,UY,2455.09,m2,56201.01,5182.29,281.01,0.12,0.22,Montevideo,sea,Placa simil mármol UV - BL ref 237
SEED-00238,2025-11-14,Grupo Andino Building,20111222334,Vietnam Stone Flex Co.,VN,Piedra flexible mural,piedra_flexible,680300,VN,UY,5490.34,m2,69818.68,7280.16,349.09,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 238
SEED-00239,2025-11-14,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,Tablero OSB 15mm,osb,441233,CN,UY,3122.23,m3,734530.9,100157.6,3672.65,0.08,0.22,Santos BR,sea,Tablero OSB 15mm - BL ref 239
SEED-00240,2025-11-14,Materiales del Plata S.R.L.,30709876543,Jiangsu Door Systems Co.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,11015.79,m2,240656.9,27627.43,1203.28,0.1,0.22,Zarate AR,sea,Placa fenólica 18mm - BL ref 240
SEED-00241,2025-11-14,Materiales del Plata S.R.L.,30709876543,Chile MDF Industries,CL,Puerta semi blindada,puertas_semi_blindada,441821,CL,UY,7050.57,u,813332.96,128590.99,4066.66,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 241
SEED-00242,2025-11-18,Grupo Andino Building,20111222334,Vietnam Stone Flex Co.,VN,Cielorraso PVC blanco,cielorraso_pvc,392590,VN,UY,7077.46,m2,44148.78,6203.63,220.74,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 242
SEED-00243,2025-11-18,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,5052.57,m2,139868.12,20600.67,699.34,0.12,0.22,Nueva Palmira,sea,Placa simil mármol UV - BL ref 243
SEED-00244,2025-11-18,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,4679.27,m2,60743.41,6557.32,303.72,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 244
SEED-00245,2025-11-18,Pisos y Revestimientos S.A.,21222333445,Fujian OSB Manufacturing,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,3836.69,u,9563.49,1042.55,47.82,0.12,0.22,Montevideo,sea,Perfil metal yeso 70mm - BL ref 245
SEED-00246,2025-11-18,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,3327.52,m2,65408.17,6345.5,327.04,0.1,0.22,Zarate AR,sea,Placa fenólica 18mm - BL ref 246
SEED-00247,2025-11-18,Pisos y Revestimientos S.A.,21222333445,Shandong SPC Flooring Group,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,858.03,u,136682.12,21190.78,683.41,0.12,0.22,Santos BR,sea,Puerta semi blindada - BL ref 247
SEED-00248,2025-11-23,Materiales del Plata S.R.L.,30709876543,Chile MDF Industries,CL,Madera pino radiata,madera,440710,CL,UY,4397.08,m3,2145482.45,329450.82,10727.41,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 248
SEED-00249,2025-11-23,Maderas Uruguay Import,21888999001,Zhejiang WPC New Materials Co.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,11028.17,m2,35293.0,5355.97,176.47,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 249
SEED-00250,2025-11-23,Pisos y Revestimientos S.A.,21222333445,Turkey Marble Panel Inc.,TR,Piedra flexible mural,piedra_flexible,680300,TR,UY,9625.16,m2,102765.95,14636.98,513.83,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 250
SEED-00251,2025-11-23,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,7551.17,m2,100854.13,11442.2,504.27,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 251
SEED-00252,2025-11-23,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,10331.87,m2,251688.64,26048.97,1258.44,0.1,0.22,Montevideo,sea,Placa fenólica 18mm - BL ref 252
SEED-00253,2025-11-23,Maderas Uruguay Import,21888999001,Jiangsu Door Systems Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,8060.8,m3,2931871.23,266758.92,14659.36,0.08,0.22,Zarate AR,sea,MDF melamina 18mm - BL ref 253
SEED-00254,2025-11-26,Pisos y Revestimientos S.A.,21222333445,Turkey Marble Panel Inc.,TR,Madera pino radiata,madera,440710,TR,UY,10062.29,m3,4568007.69,438856.01,22840.04,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 254
SEED-00255,2025-11-26,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,6147.49,m2,129721.6,11736.96,648.61,0.14,0.22,Santos BR,sea,Deck WPC exterior - BL ref 255
SEED-00256,2025-11-26,Pisos y Revestimientos S.A.,21222333445,Chile MDF Industries,CL,Cielorraso PVC blanco,cielorraso_pvc,392590,CL,UY,11485.19,m2,42584.6,5987.47,212.92,0.14,0.22,Montevideo,sea,Cielorraso PVC blanco - BL ref 256
SEED-00257,2025-11-26,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,Placa simil mármol UV,placas_simil_marmol,681019,BR,UY,1495.79,m2,20778.91,2316.36,103.89,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 257
SEED-00258,2025-11-30,Materiales del Plata S.R.L.,30709876543,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,6155.64,m2,88454.71,14083.64,442.27,0.14,0.22,Zarate AR,sea,Deck WPC exterior - BL ref 258
SEED-00259,2025-11-30,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,9282.33,m2,52983.35,7830.53,264.92,0.14,0.22,Nueva Palmira,sea,Cielorraso PVC blanco - BL ref 259
SEED-00260,2025-11-30,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,8682.18,m2,49513.82,6411.63,247.57,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 260
SEED-00261,2025-11-30,Revestimientos Premium S.A.,21555666778,Shandong SPC Flooring Group,CN,MDF melamina 18mm,mdf,441114,CN,UY,2642.82,m3,1033070.94,124928.07,5165.35,0.08,0.22,Nueva Palmira,sea,MDF melamina 18mm - BL ref 261
SEED-00262,2025-12-05,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Madera pino radiata,madera,440710,CN,UY,9857.35,m3,4316458.63,543560.19,21582.29,0.08,0.22,Santos BR,sea,Madera pino radiata - BL ref 262
SEED-00263,2025-12-05,Distribuidora Casamax S.A.,211234560018,Turkey Marble Panel Inc.,TR,Piedra flexible mural,piedra_flexible,680300,TR,UY,3649.92,m2,32948.34,3467.91,164.74,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 263
SEED-00264,2025-12-05,Importadora Construya UY,219876540012,Guangdong PVC Ceiling Ltd.,CN,Perfil metal yeso 70mm,perfiles_yeso,721691,CN,UY,6861.03,u,9184.09,1401.45,45.92,0.12,0.22,Santos BR,sea,Perfil metal yeso 70mm - BL ref 264
SEED-00265,2025-12-05,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,2815.79,m2,17511.0,2362.35,87.56,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 265
SEED-00266,2025-12-05,Grupo Andino Building,20111222334,Jiangsu Door Systems Co.,CN,Tablero OSB 15mm,osb,441233,CN,UY,10539.75,m3,3521862.13,409575.62,17609.31,0.08,0.22,Nueva Palmira,sea,Tablero OSB 15mm - BL ref 266
SEED-00267,2025-12-05,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,MDF melamina 18mm,mdf,441114,CN,UY,5202.26,m3,1276995.73,202417.5,6384.98,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 267
SEED-00268,2025-12-09,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Madera pino radiata,madera,440710,CN,UY,5550.23,m3,2323392.22,246457.28,11616.96,0.08,0.22,Santos BR,sea,Madera pino radiata - BL ref 268
SEED-00269,2025-12-09,Importadora Construya UY,219876540012,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,2910.98,m2,58955.83,8465.13,294.78,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 269
SEED-00270,2025-12-09,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,3495.46,m2,45708.92,6014.2,228.54,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 270
SEED-00271,2025-12-09,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,1295.45,m2,11595.14,1481.66,57.98,0.14,0.22,Montevideo,sea,Piso SPC click 5mm - BL ref 271
SEED-00272,2025-12-09,Importadora Construya UY,219876540012,Brazil Timber Export S.A.,BR,Tablero OSB 15mm,osb,441233,BR,UY,9936.81,m3,3024347.34,339704.55,15121.74,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 272
SEED-00273,2025-12-09,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,3275.68,m2,68822.1,6487.66,344.11,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 273
SEED-00274,2025-12-09,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,11689.65,u,2479540.35,339682.09,12397.7,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 274
SEED-00275,2025-12-14,Importadora Construya UY,219876540012,Turkey Marble Panel Inc.,TR,Madera pino radiata,madera,440710,TR,UY,2859.44,m3,1314945.94,140525.34,6574.73,0.08,0.22,Nueva Palmira,sea,Madera pino radiata - BL ref 275
SEED-00276,2025-12-14,Maderas Uruguay Import,21888999001,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,2416.74,m2,35000.08,3291.19,175.0,0.14,0.22,Santos BR,sea,Deck WPC exterior - BL ref 276
SEED-00277,2025-12-14,Materiales del Plata S.R.L.,30709876543,Chile MDF Industries,CL,Piedra flexible mural,piedra_flexible,680300,CL,UY,3077.37,m2,45607.71,7048.94,228.04,0.1,0.22,Zarate AR,sea,Piedra flexible mural - BL ref 277
SEED-00278,2025-12-14,Maderas Uruguay Import,21888999001,Brazil Timber Export S.A.,BR,Perfil metal yeso 70mm,perfiles_yeso,721691,BR,UY,1377.21,u,2847.36,376.84,14.24,0.12,0.22,Montevideo,sea,Perfil metal yeso 70mm - BL ref 278
SEED-00279,2025-12-14,Pisos y Revestimientos S.A.,21222333445,Fujian OSB Manufacturing,CN,Tablero OSB 15mm,osb,441233,CN,UY,3230.59,m3,696228.15,106865.66,3481.14,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 279
SEED-00280,2025-12-14,Materiales del Plata S.R.L.,30709876543,Guangdong PVC Ceiling Ltd.,CN,MDF melamina 18mm,mdf,441114,CN,UY,9165.05,m3,3399006.8,523484.07,16995.03,0.08,0.22,Nueva Palmira,sea,MDF melamina 18mm - BL ref 280
SEED-00281,2025-12-14,Materiales del Plata S.R.L.,30709876543,Fujian OSB Manufacturing,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,4402.09,u,542394.68,66517.95,2711.97,0.12,0.22,Zarate AR,sea,Puerta semi blindada - BL ref 281
SEED-00282,2025-12-18,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Madera pino radiata,madera,440710,CN,UY,6019.25,m3,3182572.03,447370.81,15912.86,0.08,0.22,Zarate AR,sea,Madera pino radiata - BL ref 282
SEED-00283,2025-12-18,Grupo Andino Building,20111222334,Zhejiang WPC New Materials Co.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,7100.28,m2,24035.13,2408.67,120.18,0.14,0.22,Zarate AR,sea,Cielorraso PVC blanco - BL ref 283
SEED-00284,2025-12-18,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,4494.49,m2,37837.12,5612.58,189.19,0.14,0.22,Santos BR,sea,Piso SPC click 5mm - BL ref 284
SEED-00285,2025-12-18,Pisos y Revestimientos S.A.,21222333445,Jiangsu Door Systems Co.,CN,MDF melamina 18mm,mdf,441114,CN,UY,11624.89,m3,4049401.29,503509.4,20247.01,0.08,0.22,Nueva Palmira,sea,MDF melamina 18mm - BL ref 285
SEED-00286,2025-12-22,Maderas Uruguay Import,21888999001,Fujian OSB Manufacturing,CN,Madera pino radiata,madera,440710,CN,UY,6269.14,m3,3500649.17,447906.59,17503.25,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 286
SEED-00287,2025-12-22,Pisos y Revestimientos S.A.,21222333445,Zhejiang WPC New Materials Co.,CN,Deck WPC exterior,wpc,391890,CN,UY,10283.01,m2,218335.38,29862.84,1091.68,0.14,0.22,Montevideo,sea,Deck WPC exterior - BL ref 287
SEED-00288,2025-12-22,Pisos y Revestimientos S.A.,21222333445,Brazil Timber Export S.A.,BR,Cielorraso PVC blanco,cielorraso_pvc,392590,BR,UY,1561.24,m2,4846.27,510.36,24.23,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 288
SEED-00289,2025-12-22,Revestimientos Premium S.A.,21555666778,Jiangsu Door Systems Co.,CN,Placa simil mármol UV,placas_simil_marmol,681019,CN,UY,8183.98,m2,100267.74,12759.56,501.34,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 289
SEED-00290,2025-12-22,Revestimientos Premium S.A.,21555666778,Chile MDF Industries,CL,Piedra flexible mural,piedra_flexible,680300,CL,UY,6800.27,m2,78748.47,9855.77,393.74,0.1,0.22,Santos BR,sea,Piedra flexible mural - BL ref 290
SEED-00291,2025-12-22,Distribuidora Casamax S.A.,211234560018,Fujian OSB Manufacturing,CN,Tablero OSB 15mm,osb,441233,CN,UY,2467.65,m3,524692.59,66558.26,2623.46,0.08,0.22,Zarate AR,sea,Tablero OSB 15mm - BL ref 291
SEED-00292,2025-12-22,Grupo Andino Building,20111222334,Guangdong PVC Ceiling Ltd.,CN,Placa fenólica 18mm,fenolicos,441233,CN,UY,4978.18,m2,115098.25,14911.0,575.49,0.1,0.22,Nueva Palmira,sea,Placa fenólica 18mm - BL ref 292
SEED-00293,2025-12-22,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,MDF melamina 18mm,mdf,441114,CN,UY,8121.84,m3,3180868.54,455408.16,15904.34,0.08,0.22,Montevideo,sea,MDF melamina 18mm - BL ref 293
SEED-00294,2025-12-22,Grupo Andino Building,20111222334,Fujian OSB Manufacturing,CN,Puerta semi blindada,puertas_semi_blindada,441821,CN,UY,6131.26,u,1048206.28,145909.43,5241.03,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 294
SEED-00295,2025-12-27,Pisos y Revestimientos S.A.,21222333445,Guangdong PVC Ceiling Ltd.,CN,Cielorraso PVC blanco,cielorraso_pvc,392590,CN,UY,10821.66,m2,66841.16,7090.75,334.21,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 295
SEED-00296,2025-12-27,Distribuidora Casamax S.A.,211234560018,Chile MDF Industries,CL,Placa simil mármol UV,placas_simil_marmol,681019,CL,UY,10872.29,m2,228493.76,21090.69,1142.47,0.12,0.22,Zarate AR,sea,Placa simil mármol UV - BL ref 296
SEED-00297,2025-12-27,Materiales del Plata S.R.L.,30709876543,Shandong SPC Flooring Group,CN,Piedra flexible mural,piedra_flexible,680300,CN,UY,9225.25,m2,142201.72,16762.84,711.01,0.1,0.22,Montevideo,sea,Piedra flexible mural - BL ref 297
SEED-00298,2025-12-27,Revestimientos Premium S.A.,21555666778,Brazil Timber Export S.A.,BR,Perfil metal yeso 70mm,perfiles_yeso,721691,BR,UY,7146.99,u,22539.59,3096.77,112.7,0.12,0.22,Zarate AR,sea,Perfil metal yeso 70mm - BL ref 298
SEED-00299,2025-12-27,Maderas Uruguay Import,21888999001,Shandong SPC Flooring Group,CN,Piso SPC click 5mm,pisos_spc,391810,CN,UY,2367.45,m2,32898.8,4628.58,164.49,0.14,0.22,Zarate AR,sea,Piso SPC click 5mm - BL ref 299
SEED-00300,2025-12-27,Grupo Andino Building,20111222334,Brazil Timber Export S.A.,BR,Tablero OSB 15mm,osb,441233,BR,UY,10193.16,m3,2424960.58,348783.04,12124.8,0.08,0.22,Santos BR,sea,Tablero OSB 15mm - BL ref 300
SEED-00301,2025-12-27,Maderas Uruguay Import,21888999001,Chile MDF Industries,CL,MDF melamina 18mm,mdf,441114,CL,UY,9575.74,m3,2969533.1,314680.49,14847.67,0.08,0.22,Santos BR,sea,MDF melamina 18mm - BL ref 301
SEED-00302,2025-12-27,Maderas Uruguay Import,21888999001,Turkey Marble Panel Inc.,TR,Puerta semi blindada,puertas_semi_blindada,441821,TR,UY,1759.77,u,296544.38,43255.11,1482.72,0.12,0.22,Montevideo,sea,Puerta semi blindada - BL ref 302
SEED-00303,2025-12-29,Grupo Andino Building,20111222334,Shandong SPC Flooring Group,CN,Madera pino radiata,madera,440710,CN,UY,9084.14,m3,3654879.63,356199.32,18274.4,0.08,0.22,Montevideo,sea,Madera pino radiata - BL ref 303
SEED-00304,2025-12-29,Pisos y Revestimientos S.A.,21222333445,Chile MDF Industries,CL,Cielorraso PVC blanco,cielorraso_pvc,392590,CL,UY,1944.99,m2,5541.64,665.93,27.71,0.14,0.22,Santos BR,sea,Cielorraso PVC blanco - BL ref 304
SEED-00305,2025-12-29,Distribuidora Casamax S.A.,211234560018,Vietnam Stone Flex Co.,VN,Placa simil mármol UV,placas_simil_marmol,681019,VN,UY,7007.26,m2,151012.01,21883.26,755.06,0.12,0.22,Santos BR,sea,Placa simil mármol UV - BL ref 305
